"rep","cor","rmse","slope_bias","intercept_bias","sign_acc","ok","message","mean_margin","median_margin","mean_rho","max_rho","mean_kappa","max_kappa","method_global_ls","method_lss1","method_oasis_voxel","density","n_atoms","n_lags","n_widths","sbhm_rank"
17,0.265136073401522,3.75326835673248,-0.130944285775765,-0.125114688828623,0.588541666666667,TRUE,NA,0.0666054232918424,0.0594455938028686,0.934258894109994,0.956886854573893,281.844765757468,586.823650681138,0,0,16,"moderate",15,5,3,8
18,0.311802550801737,3.95673589001301,0.0681345605382874,0.073837867644167,0.605902777777778,TRUE,NA,0.05190067898629,0.0496279051628599,0.939467156954377,0.968530450651834,544.020273102485,2108.32810900749,0,0,16,"moderate",15,5,3,8
19,0.180912969519218,4.66705883115085,-0.346128472066513,-0.209518309501744,0.538194444444444,TRUE,NA,0.0697617884422607,0.0761606103687151,0.937307210933366,0.957119052813892,449.279824691749,1357.82641420375,0,0,16,"moderate",15,5,3,8
20,0.282993405070885,4.08712006013802,-0.129940864014159,0.121245705699049,0.569444444444444,TRUE,NA,0.0886340638030424,0.0688797696337526,0.940267093965061,0.967156982439691,464.205916211582,1441.89239167897,0,0,16,"moderate",15,5,3,8
21,0.246489051164805,3.77891062288677,-0.256943462503503,0.0414866553511259,0.578125,TRUE,NA,0.0665568798969843,0.0382933832133238,0.939334458239173,0.967156982439691,569.473901854018,1362.55625457763,0,0,16,"moderate",15,5,3,8
22,0.191279582597113,4.10962544847232,-0.400597188346972,0.126429523075926,0.5625,TRUE,NA,0.0699996476472756,0.0656307503561241,0.932604381051526,0.956886854573893,254.044721592913,586.823650681138,0,0,16,"moderate",15,5,3,8
23,0.25226484365781,3.53573524577035,-0.258712619281977,0.0160420713469702,0.611111111111111,TRUE,NA,0.0606091469292178,0.043603463947645,0.938018400577642,0.967156982439691,487.922380644552,1441.89239167897,0,0,16,"moderate",15,5,3,8
24,0.189022679548733,4.56370175992257,-0.386104846390255,0.0218067073530489,0.588541666666667,TRUE,NA,0.0423789630581141,0.025906654691535,0.941883176270559,0.956886854573893,418.179902457371,1357.82641420375,0,0,16,"moderate",15,5,3,8
25,0.258093499762608,3.54754883057612,-0.170090534333684,0.0941039337434671,0.576388888888889,TRUE,NA,0.0805422780217278,0.0724399639683243,0.935310446263723,0.964217054969859,323.114162001095,1046.90689488753,0,0,16,"moderate",15,5,3,8
26,0.260972192459863,3.79402981396442,-0.138025458108233,0.070374269987202,0.560763888888889,TRUE,NA,0.0468613652049156,0.0464516498404124,0.938643063005598,0.967156982439691,563.085472702504,2108.32810900749,0,0,16,"moderate",15,5,3,8
27,0.231968510208928,4.65539576832475,-0.199616984564339,-0.0443437666187812,0.550347222222222,TRUE,NA,0.091667991384948,0.0920303029559171,0.933546673961347,0.967156982439691,339.956548750138,1362.55625457763,0,0,16,"moderate",15,5,3,8
